"usid","issue"
"530US363",100050
"530US392",20150
"530US428",10100
"530US466",10560
"530US567",20030
"530US604",80290
"530US640",20130
"530US703",50020
"530US793",30180
"530US914",50020
"531US4",10020
"531US12",10450
"531US32",10060
"531US57",NA
"531US79",90380
"531US159",80130
"531US198",10120
"531US230",10560
"531US250",40010
"531US278",90130
"531US288",40010
"531US316",80100
"531US326",10050
"531US341",100030
"531US356",100120
"531US425",80060
"531US438",80070
"531US457",80130
"531US497",90460
"531US510",20030
"531US533",30010
"532US1",50040
"532US23",80190
"532US36",10220
"532US59",10560
"532US67",10050
"532US105",70010
"532US141",100030
"532US162",10120
"532US189",40020
"532US200",120010
"532US223",30010
"532US234",20090
"532US275",90290
"532US318",10060
"532US374",10570
"532US394",10570
"532US411",20160
"532US424",80080
"532US451",40020
"532US483",10510
"532US514",30040
"532US557",120010
"532US588",80120
"532US598",60010
"532US645",20150
"532US661",20210
"532US706",70100
"532US731",90020
"532US742",110010
"532US757",10360
"532US774",90380
"532US782",10130
"532US811",80050
"532US822",120010
"532US843",20140
"533US1",110020
"533US27",10050
"533US53",20130
"533US98",30170
"533US146",10570
"533US158",10450
"533US167",10020
"533US194",80060
"533US218",90120
"533US262",20160
"533US289",20110
"533US353",20160
"533US405",30020
"533US431",30140
"533US483",80190
"533US525",100030
"533US606",40070
"533US656",10020
"533US678",20110
"534US1",90120
"534US19",80170
"534US61",20400
"534US84",20150
"534US112",10050
"534US124",80180
"534US161",40020
"534US184",20210
"534US204",80090
"534US246",10220
"534US266",10050
"534US279",70010
"534US316",30010
"534US362",90180
"534US407",40010
"534US426",50010
"534US438",80070
"534US473",100030
"534US506",20060
"534US516",90010
"534US533",90410
